用户ID,游戏,行为,游戏时间
49893565,游戏4384,play,2.3
49893565,游戏1811,purchase,1
49893565,游戏1811,play,2.1
49893565,游戏3999,purchase,1
49893565,游戏3999,play,2.1
49893565,游戏3752,purchase,1
49893565,游戏3752,play,2.1
49893565,游戏3080,purchase,1
49893565,游戏3080,play,2.1
49893565,游戏2773,purchase,1
49893565,游戏2773,play,2.1
49893565,游戏4486,purchase,1
49893565,游戏4486,play,2
49893565,游戏3949,purchase,1
49893565,游戏3949,play,2
49893565,游戏3351,purchase,1
49893565,游戏3351,play,1.9
49893565,游戏2978,purchase,1
49893565,游戏2978,play,1.9
49893565,游戏2195,purchase,1
49893565,游戏2195,play,1.9
49893565,游戏1837,purchase,1
49893565,游戏1837,play,1.8
49893565,游戏2077,purchase,1
49893565,游戏2077,play,1.7
49893565,游戏1167,purchase,1
49893565,游戏1167,play,1.7
49893565,游戏382,purchase,1
49893565,游戏382,play,1.7
49893565,游戏4684,purchase,1
49893565,游戏4684,play,1.7
49893565,游戏3666,purchase,1
49893565,游戏3666,play,1.6
49893565,游戏2299,purchase,1
49893565,游戏2299,play,1.6
49893565,游戏1064,purchase,1
49893565,游戏1064,play,1.5
49893565,游戏4220,purchase,1
49893565,游戏4220,play,1.5
49893565,游戏2453,purchase,1
49893565,游戏2453,play,1.4
49893565,游戏2535,purchase,1
49893565,游戏2535,play,1.4
49893565,游戏3864,purchase,1
49893565,游戏3864,play,1.4
49893565,游戏3441,purchase,1
49893565,游戏3441,play,1.4
49893565,游戏4695,purchase,1
49893565,游戏4695,play,1.3
49893565,游戏1051,purchase,1
49893565,游戏1051,play,1.3
49893565,游戏2723,purchase,1
49893565,游戏2723,play,1.3
49893565,游戏1704,purchase,1
49893565,游戏1704,play,1.3
49893565,游戏2790,purchase,1
49893565,游戏2790,play,1.3
49893565,游戏5134,purchase,1
49893565,游戏5134,play,1.2
49893565,游戏4188,purchase,1
49893565,游戏4188,play,1.2
49893565,游戏4861,purchase,1
49893565,游戏4861,play,1.2
49893565,游戏3213,purchase,1
49893565,游戏3213,play,1.2
49893565,游戏3555,purchase,1
49893565,游戏3555,play,1.2
49893565,游戏3043,purchase,1
49893565,游戏3043,play,1.2
49893565,游戏1143,purchase,1
49893565,游戏1143,play,1.1
49893565,游戏4601,purchase,1
49893565,游戏4601,play,1.1
49893565,游戏1968,purchase,1
49893565,游戏1968,play,1.1
49893565,游戏2370,purchase,1
49893565,游戏2370,play,1.1
49893565,游戏1021,purchase,1
49893565,游戏1021,play,1
49893565,游戏636,purchase,1
49893565,游戏636,play,1
49893565,游戏3758,purchase,1
49893565,游戏3758,play,1
49893565,游戏3391,purchase,1
49893565,游戏3391,play,0.9
49893565,游戏3219,purchase,1
49893565,游戏3219,play,0.9
49893565,游戏3025,purchase,1
49893565,游戏3025,play,0.9
49893565,游戏4399,purchase,1
49893565,游戏4399,play,0.9
49893565,游戏2276,purchase,1
49893565,游戏2276,play,0.9
49893565,游戏4881,purchase,1
49893565,游戏4881,play,0.9
49893565,游戏4933,purchase,1
49893565,游戏4933,play,0.9
49893565,游戏4852,purchase,1
49893565,游戏4852,play,0.9
49893565,游戏4562,purchase,1
49893565,游戏4562,play,0.8
49893565,游戏4915,purchase,1
49893565,游戏4915,play,0.8
49893565,游戏75,purchase,1
49893565,游戏75,play,0.7
49893565,游戏2503,purchase,1
49893565,游戏2503,play,0.7
49893565,游戏3457,purchase,1
49893565,游戏3457,play,0.7
49893565,游戏1443,purchase,1
49893565,游戏1443,play,0.7
49893565,游戏1298,purchase,1
49893565,游戏1298,play,0.7
49893565,游戏2946,purchase,1
49893565,游戏2946,play,0.7
49893565,游戏2078,purchase,1
49893565,游戏2078,play,0.7
49893565,游戏1659,purchase,1
49893565,游戏1659,play,0.7
49893565,游戏1966,purchase,1
49893565,游戏1966,play,0.7
49893565,游戏5124,purchase,1
49893565,游戏5124,play,0.7
49893565,游戏4554,purchase,1
49893565,游戏4554,play,0.6
49893565,游戏2076,purchase,1
49893565,游戏2076,play,0.6
49893565,游戏1239,purchase,1
49893565,游戏1239,play,0.6
49893565,游戏4802,purchase,1
49893565,游戏4802,play,0.6
49893565,游戏4491,purchase,1
49893565,游戏4491,play,0.6
49893565,游戏970,purchase,1
49893565,游戏970,play,0.6
49893565,游戏3240,purchase,1
49893565,游戏3240,play,0.6
49893565,游戏638,purchase,1
49893565,游戏638,play,0.5
49893565,游戏3390,purchase,1
49893565,游戏3390,play,0.5
49893565,游戏1838,purchase,1
49893565,游戏1838,play,0.5
49893565,游戏916,purchase,1
49893565,游戏916,play,0.5
49893565,#N/A,purchase,1
49893565,#N/A,play,0.5
49893565,游戏2619,purchase,1
49893565,游戏2619,play,0.5
49893565,游戏2295,purchase,1
49893565,游戏2295,play,0.5
49893565,游戏3081,purchase,1
49893565,游戏3081,play,0.5
49893565,游戏5036,purchase,1
49893565,游戏5036,play,0.4
49893565,游戏3141,purchase,1
49893565,游戏3141,play,0.4
49893565,游戏2079,purchase,1
49893565,游戏2079,play,0.4
49893565,游戏1146,purchase,1
49893565,游戏1146,play,0.4
49893565,游戏4044,purchase,1
49893565,游戏4044,play,0.4
49893565,游戏3776,purchase,1
49893565,游戏3776,play,0.3
49893565,游戏2403,purchase,1
49893565,游戏2403,play,0.3
49893565,游戏3356,purchase,1
49893565,游戏3356,play,0.3
49893565,游戏953,purchase,1
49893565,游戏953,play,0.3
49893565,游戏2161,purchase,1
49893565,游戏2161,play,0.3
49893565,游戏2144,purchase,1
49893565,游戏2144,play,0.3
49893565,游戏4040,purchase,1
49893565,游戏4040,play,0.3
49893565,游戏1973,purchase,1
49893565,游戏1973,play,0.3
49893565,游戏3407,purchase,1
49893565,游戏3407,play,0.3
49893565,游戏1574,purchase,1
49893565,游戏1574,play,0.3
49893565,游戏3311,purchase,1
49893565,游戏3311,play,0.3
49893565,游戏4894,purchase,1
49893565,游戏4894,play,0.2
49893565,游戏3533,purchase,1
49893565,游戏3533,play,0.2
49893565,游戏576,purchase,1
49893565,游戏576,play,0.2
49893565,游戏4036,purchase,1
49893565,游戏4036,play,0.2
49893565,游戏4751,purchase,1
49893565,游戏4751,play,0.2
49893565,游戏878,purchase,1
49893565,游戏878,play,0.2
49893565,游戏2000,purchase,1
49893565,游戏2000,play,0.2
49893565,游戏3058,purchase,1
49893565,游戏3058,play,0.2
49893565,游戏1117,purchase,1
49893565,游戏1117,play,0.2
49893565,游戏2110,purchase,1
49893565,游戏2110,play,0.2
49893565,游戏1539,purchase,1
49893565,游戏1539,play,0.2
49893565,游戏800,purchase,1
49893565,游戏800,play,0.2
49893565,游戏4037,purchase,1
49893565,游戏4037,play,0.2
49893565,游戏1273,purchase,1
49893565,游戏1273,play,0.2
49893565,游戏2081,purchase,1
49893565,游戏2081,play,0.2
49893565,游戏639,purchase,1
49893565,游戏639,play,0.2
49893565,游戏2088,purchase,1
49893565,游戏2088,play,0.1
49893565,游戏742,purchase,1
49893565,游戏742,play,0.1
49893565,游戏3509,purchase,1
49893565,游戏3509,play,0.1
49893565,游戏2395,purchase,1
49893565,游戏2395,play,0.1
49893565,游戏263,purchase,1
49893565,游戏263,play,0.1
49893565,游戏4223,purchase,1
49893565,游戏4223,play,0.1
49893565,游戏1862,purchase,1
49893565,游戏1862,play,0.1
49893565,游戏4038,purchase,1
49893565,游戏4445,purchase,1
49893565,游戏3014,purchase,1
49893565,游戏2824,purchase,1
49893565,游戏2135,purchase,1
49893565,游戏981,purchase,1
49893565,游戏223,purchase,1
49893565,游戏3192,purchase,1
49893565,游戏3042,purchase,1
49893565,游戏3580,purchase,1
49893565,游戏1795,purchase,1
49893565,游戏3445,purchase,1
49893565,#N/A,purchase,1
49893565,游戏2509,purchase,1
49893565,游戏3495,purchase,1
49893565,游戏922,purchase,1
49893565,游戏923,purchase,1
49893565,游戏4592,purchase,1
49893565,游戏4932,purchase,1
49893565,游戏5051,purchase,1
49893565,游戏251,purchase,1
49893565,游戏21,purchase,1
49893565,游戏45,purchase,1
49893565,游戏98,purchase,1
49893565,游戏110,purchase,1
49893565,游戏164,purchase,1
49893565,游戏167,purchase,1
49893565,游戏277,purchase,1
49893565,游戏303,purchase,1
49893565,游戏312,purchase,1
49893565,游戏332,purchase,1
49893565,游戏443,purchase,1
49893565,游戏493,purchase,1
49893565,游戏512,purchase,1
49893565,游戏627,purchase,1
49893565,游戏628,purchase,1
49893565,游戏629,purchase,1
49893565,游戏649,purchase,1
49893565,游戏744,purchase,1
49893565,游戏774,purchase,1
49893565,游戏775,purchase,1
49893565,游戏847,purchase,1
49893565,游戏860,purchase,1
49893565,游戏883,purchase,1
49893565,游戏905,purchase,1
49893565,游戏917,purchase,1
49893565,游戏929,purchase,1
49893565,游戏978,purchase,1
49893565,游戏1159,purchase,1
49893565,游戏1184,purchase,1
49893565,#N/A,purchase,1
49893565,游戏1186,purchase,1
49893565,游戏1187,purchase,1
49893565,游戏1243,purchase,1
49893565,游戏1286,purchase,1
49893565,游戏1336,purchase,1
49893565,游戏1367,purchase,1
49893565,游戏1419,purchase,1
49893565,游戏1497,purchase,1
49893565,游戏1511,purchase,1
49893565,游戏1572,purchase,1
49893565,游戏1600,purchase,1
49893565,游戏1658,purchase,1
49893565,游戏1660,purchase,1
49893565,游戏1789,purchase,1
49893565,游戏1812,purchase,1
49893565,游戏1809,purchase,1
49893565,#N/A,purchase,1
49893565,游戏1945,purchase,1
49893565,游戏1969,purchase,1
49893565,游戏1973,purchase,1
49893565,游戏1975,purchase,1
49893565,游戏1975,purchase,1
49893565,游戏1971,purchase,1
49893565,游戏1971,purchase,1
49893565,游戏2048,purchase,1
49893565,游戏2051,purchase,1
49893565,游戏2112,purchase,1
49893565,游戏2159,purchase,1
49893565,游戏2160,purchase,1
49893565,游戏2170,purchase,1
49893565,游戏2174,purchase,1
49893565,游戏2338,purchase,1
49893565,游戏2339,purchase,1
49893565,游戏2371,purchase,1
49893565,游戏2441,purchase,1
49893565,游戏2553,purchase,1
49893565,游戏2592,purchase,1
49893565,游戏2612,purchase,1
49893565,游戏2615,purchase,1
49893565,游戏2616,purchase,1
49893565,游戏2618,purchase,1
49893565,游戏2620,purchase,1
49893565,游戏2639,purchase,1
49893565,游戏2678,purchase,1
49893565,游戏2686,purchase,1
49893565,游戏2687,purchase,1
49893565,游戏2724,purchase,1
49893565,游戏2727,purchase,1
49893565,游戏2781,purchase,1
49893565,游戏2821,purchase,1
49893565,游戏2845,purchase,1
49893565,游戏2862,purchase,1
49893565,游戏2891,purchase,1
49893565,游戏2892,purchase,1
49893565,游戏3001,purchase,1
49893565,游戏3026,purchase,1
49893565,游戏3122,purchase,1
49893565,游戏3246,purchase,1
49893565,游戏3307,purchase,1
49893565,游戏3308,purchase,1
49893565,游戏3318,purchase,1
49893565,游戏3353,purchase,1
49893565,游戏3354,purchase,1
49893565,游戏3355,purchase,1
49893565,游戏3357,purchase,1
49893565,游戏3359,purchase,1
49893565,游戏3360,purchase,1
49893565,游戏3365,purchase,1
49893565,游戏3384,purchase,1
49893565,游戏3392,purchase,1
49893565,游戏3435,purchase,1
49893565,游戏3502,purchase,1
49893565,游戏3535,purchase,1
49893565,游戏3581,purchase,1
49893565,游戏3693,purchase,1
49893565,游戏3750,purchase,1
49893565,游戏3751,purchase,1
49893565,游戏3760,purchase,1
49893565,游戏3753,purchase,1
49893565,游戏3754,purchase,1
49893565,游戏3755,purchase,1
49893565,游戏3756,purchase,1
49893565,游戏3827,purchase,1
49893565,游戏3833,purchase,1
49893565,游戏3834,purchase,1
49893565,游戏3835,purchase,1
49893565,游戏3876,purchase,1
49893565,游戏3879,purchase,1
49893565,游戏3881,purchase,1
49893565,游戏3887,purchase,1
49893565,游戏3900,purchase,1
49893565,游戏3909,purchase,1
49893565,游戏3920,purchase,1
49893565,游戏3961,purchase,1
49893565,游戏3982,purchase,1
49893565,游戏4013,purchase,1
49893565,游戏4058,purchase,1
49893565,游戏4069,purchase,1
49893565,游戏4074,purchase,1
49893565,游戏4043,purchase,1
49893565,游戏4088,purchase,1
49893565,游戏4095,purchase,1
49893565,游戏4184,purchase,1
49893565,游戏4186,purchase,1
49893565,游戏4181,purchase,1
49893565,游戏4190,purchase,1
49893565,游戏4206,purchase,1
49893565,游戏4219,purchase,1
49893565,游戏4227,purchase,1
49893565,游戏4368,purchase,1
49893565,游戏4543,purchase,1
49893565,游戏4446,purchase,1
49893565,游戏4457,purchase,1
49893565,游戏4475,purchase,1
49893565,游戏4487,purchase,1
49893565,游戏4488,purchase,1
49893565,游戏4516,purchase,1
49893565,游戏4686,purchase,1
49893565,游戏4696,purchase,1
49893565,游戏4693,purchase,1
49893565,游戏4776,purchase,1
49893565,游戏4821,purchase,1
49893565,游戏4871,purchase,1
49893565,游戏4882,purchase,1
49893565,游戏4883,purchase,1
49893565,游戏4896,purchase,1
49893565,游戏5048,purchase,1
49893565,游戏5050,purchase,1
49893565,游戏5087,purchase,1
22689481,游戏968,purchase,1
22689481,游戏968,play,34
22689481,游戏969,purchase,1
22689481,游戏969,play,5.6
22689481,游戏970,purchase,1
22689481,游戏974,purchase,1
22689481,游戏1117,purchase,1
22689481,游戏1118,purchase,1
22689481,游戏1167,purchase,1
22689481,游戏2073,purchase,1
22689481,游戏2076,purchase,1
22689481,游戏3509,purchase,1
136850924,游戏1762,purchase,1
136850924,游戏1762,play,1.9
297838495,游戏1333,purchase,1
297838495,游戏1333,play,0.4
121154091,游戏4255,purchase,1
121154091,游戏4255,play,3
136301597,游戏1333,purchase,1
136301597,游戏1333,play,1.7
163001223,游戏1333,purchase,1
163001223,游戏1333,play,584
163001223,游戏1815,purchase,1
163001223,游戏1815,play,0.9
163001223,游戏314,purchase,1
163001223,游戏1632,purchase,1
163001223,游戏2055,purchase,1
163001223,游戏3392,purchase,1
163001223,游戏5056,purchase,1
250497204,游戏1333,purchase,1
250497204,游戏1333,play,0.8
47291376,游戏968,purchase,1
47291376,游戏968,play,2889
47291376,游戏971,purchase,1
47291376,游戏971,play,1145
47291376,游戏4255,purchase,1
47291376,游戏4255,play,62
47291376,游戏1333,purchase,1
47291376,游戏1333,play,44
47291376,游戏974,purchase,1
47291376,游戏974,play,21
47291376,游戏1997,purchase,1
47291376,游戏1997,play,8.3
47291376,游戏969,purchase,1
47291376,游戏969,play,2.9
47291376,游戏3238,purchase,1
47291376,游戏3238,play,1.5
47291376,游戏2073,purchase,1
47291376,游戏2073,play,0.9
47291376,游戏2076,purchase,1
47291376,游戏2076,play,0.4
47291376,游戏324,purchase,1
47291376,游戏324,play,0.3
47291376,游戏320,purchase,1
47291376,游戏320,play,0.2
47291376,游戏322,purchase,1
47291376,游戏322,play,0.2
47291376,游戏325,purchase,1
47291376,游戏970,purchase,1
47291376,游戏978,purchase,1
47291376,游戏1118,purchase,1
47291376,游戏4694,purchase,1
136640372,游戏1333,purchase,1
136640372,游戏1333,play,47
133885796,游戏4255,purchase,1
133885796,游戏4255,play,8
133885796,游戏319,purchase,1
133885796,游戏319,play,3.5
133885796,游戏3817,purchase,1
133885796,游戏3817,play,0.2
188189790,游戏4367,purchase,1
188189790,游戏4367,play,1.7
188189790,游戏1333,purchase,1
188189790,游戏1333,play,1
188189790,游戏1021,purchase,1
188189790,游戏1021,play,0.9
188189790,游戏4444,purchase,1
188189790,游戏4444,play,0.9
188189790,游戏1055,purchase,1
188189790,游戏1055,play,0.8
188189790,游戏4920,purchase,1
188189790,游戏4920,play,0.7
188189790,游戏4165,purchase,1
188189790,游戏4165,play,0.2
188189790,游戏2619,purchase,1
188189790,游戏2619,play,0.2
188189790,游戏4820,purchase,1
188189790,游戏1189,purchase,1
179848102,游戏4278,purchase,1
179848102,游戏4278,play,15.1
179848102,游戏4767,purchase,1
179848102,游戏4767,play,9.1
179848102,游戏1764,purchase,1
131533123,游戏4255,purchase,1
131533123,游戏4255,play,0.1
167564834,游戏971,purchase,1
167564834,游戏971,play,128
257934949,游戏1333,purchase,1
257934949,游戏1333,play,302
257934949,游戏4255,purchase,1
257934949,游戏4255,play,0.2
97686700,游戏3810,purchase,1
97686700,游戏3810,play,43
73725335,游戏1100,purchase,1
73725335,游戏1100,play,5.3
103649913,游戏163,purchase,1
103649913,游戏163,play,6.7
103649913,游戏974,purchase,1
103649913,游戏974,play,1.8
103649913,游戏164,purchase,1
103649913,游戏168,purchase,1
103649913,游戏1118,purchase,1
103649913,游戏2073,purchase,1
103649913,游戏2076,purchase,1
197903023,游戏4820,purchase,1
197903023,游戏4820,play,1.6
153434378,游戏4255,purchase,1
153434378,游戏4255,play,21
10714039,游戏2072,purchase,1
10714039,游戏2072,play,17.5
10714039,游戏974,purchase,1
10714039,游戏2073,purchase,1
10714039,游戏2076,purchase,1
282052972,游戏1333,purchase,1
282052972,游戏1333,play,100
282052972,游戏382,purchase,1
282052972,游戏1815,purchase,1
282052972,游戏2055,purchase,1
282052972,游戏3394,purchase,1
282052972,游戏3533,purchase,1
282052972,游戏3918,purchase,1
282052972,游戏4681,purchase,1
282052972,游戏4758,purchase,1
88759352,游戏457,purchase,1
88759352,游戏457,play,1.6
88759352,游戏4433,purchase,1
88759352,游戏4433,play,0.3
88759352,游戏2723,purchase,1
88759352,游戏4920,purchase,1
92102177,游戏1122,purchase,1
92102177,游戏1122,play,1.6
35264447,游戏616,purchase,1
35264447,游戏616,play,107
35264447,游戏615,purchase,1
35264447,游戏615,play,11.6
35264447,游戏617,purchase,1
35264447,游戏617,play,6.7
35264447,游戏485,purchase,1
35264447,游戏485,play,0.1
35264447,游戏2073,purchase,1
35264447,游戏2076,purchase,1
35264447,游戏2284,purchase,1
35264447,游戏3133,purchase,1
35264447,游戏5123,purchase,1
35264447,游戏5151,purchase,1
202901139,游戏3420,purchase,1
48118779,游戏2072,purchase,1
48118779,游戏2072,play,22
48118779,游戏2074,purchase,1
48118779,游戏2074,play,3.2
48118779,游戏3238,purchase,1
48118779,游戏3238,play,1.4
48118779,游戏4255,purchase,1
48118779,游戏4255,play,1.3
48118779,游戏2076,purchase,1
48118779,游戏2076,play,0.8
48118779,游戏1189,purchase,1
48118779,游戏2075,purchase,1
45120292,游戏4367,purchase,1
45120292,游戏4367,play,62
32248913,游戏974,purchase,1
32248913,游戏974,play,14.6
32248913,游戏968,purchase,1
32248913,游戏969,purchase,1
32248913,游戏970,purchase,1
106014415,游戏4255,purchase,1
106014415,游戏4255,play,4.4
237578633,游戏4255,purchase,1
237578633,游戏4255,play,100
237578633,游戏1333,purchase,1
237578633,游戏1333,play,4.1
237578633,游戏1957,purchase,1
237578633,游戏1957,play,1.2
237578633,游戏4758,purchase,1
237578633,游戏4758,play,0.4
237578633,游戏4782,purchase,1
237578633,游戏4782,play,0.2
237578633,游戏972,purchase,1
237578633,游戏972,play,0.1
237578633,游戏2766,purchase,1
237578633,游戏4820,purchase,1
304084564,游戏1333,purchase,1
304084564,游戏1333,play,0.9
265103440,游戏4773,purchase,1
218938553,游戏4255,purchase,1
218938553,游戏4255,play,4.8
218938553,游戏4004,purchase,1
218938553,游戏4004,play,2.4
218938553,游戏4820,purchase,1
218938553,游戏4820,play,1.8
158481258,游戏1333,purchase,1
158481258,游戏1333,play,2260
158481258,游戏98,purchase,1
158481258,游戏98,play,52
158481258,游戏4387,purchase,1
158481258,游戏382,purchase,1
158481258,游戏1615,purchase,1
158481258,游戏1693,purchase,1
158481258,游戏1749,purchase,1
158481258,游戏1966,purchase,1
158481258,游戏2091,purchase,1
158481258,游戏2144,purchase,1
158481258,游戏2453,purchase,1
158481258,游戏2648,purchase,1
158481258,游戏2931,purchase,1
158481258,游戏2941,purchase,1
158481258,游戏3553,purchase,1
158481258,游戏4159,purchase,1
158481258,游戏4386,purchase,1
158481258,游戏4543,purchase,1
158481258,游戏4820,purchase,1
158481258,游戏4852,purchase,1
158481258,游戏4915,purchase,1
158481258,游戏5085,purchase,1
309434439,游戏1333,purchase,1
309434439,游戏1333,play,0.8
28257781,游戏974,purchase,1
28257781,游戏974,play,28
28257781,游戏2072,purchase,1
28257781,游戏2073,purchase,1
28257781,游戏2076,purchase,1
69305825,游戏2598,purchase,1
69305825,游戏2598,play,55
299764859,游戏2972,purchase,1
299764859,游戏2972,play,133
151257543,游戏1333,purchase,1
151257543,游戏1333,play,1168
116314616,游戏1762,purchase,1
116314616,游戏1762,play,394
144059425,游戏1333,purchase,1
144059425,游戏1333,play,7
92044753,游戏2363,purchase,1
92044753,游戏2363,play,40
89523414,游戏971,purchase,1
89523414,游戏971,play,137
89523414,游戏4278,purchase,1
89523414,游戏4278,play,51
89523414,游戏3638,purchase,1
89523414,游戏3638,play,50
89523414,游戏860,purchase,1
89523414,游戏860,play,41
89523414,游戏4915,purchase,1
89523414,游戏4915,play,36
89523414,游戏1734,purchase,1
89523414,游戏1734,play,33
89523414,游戏2548,purchase,1
89523414,游戏2548,play,18.2
89523414,游戏2144,purchase,1
89523414,游戏2144,play,15.9
89523414,游戏4820,purchase,1
89523414,游戏4820,play,13.6
89523414,游戏2474,purchase,1
89523414,游戏2474,play,8.4
89523414,游戏4909,purchase,1
89523414,游戏4909,play,6.8
89523414,游戏4692,purchase,1
89523414,游戏4692,play,6.5
89523414,游戏1887,purchase,1
89523414,游戏1887,play,6.2
89523414,游戏4268,purchase,1
89523414,游戏4268,play,6.2
89523414,游戏2431,purchase,1
89523414,游戏2431,play,5.5
89523414,游戏4255,purchase,1
89523414,游戏4255,play,5
89523414,游戏4444,purchase,1
89523414,游戏4444,play,4.6
89523414,游戏818,purchase,1
89523414,游戏818,play,4.5
89523414,游戏5037,purchase,1
89523414,游戏5037,play,4
89523414,游戏4627,purchase,1
89523414,游戏4627,play,3.7
89523414,游戏4196,purchase,1
89523414,游戏4196,play,3.7
89523414,游戏2619,purchase,1
89523414,游戏2619,play,2.5
89523414,游戏3128,purchase,1
89523414,游戏3128,play,2.3
89523414,游戏2610,purchase,1
89523414,游戏2610,play,2.2
89523414,游戏2978,purchase,1
89523414,游戏2978,play,2.2
89523414,游戏3909,purchase,1
89523414,游戏3909,play,2.1
89523414,游戏110,purchase,1
89523414,游戏110,play,2.1
89523414,游戏3543,purchase,1
89523414,游戏3543,play,2
89523414,游戏4528,purchase,1
89523414,游戏4528,play,2
89523414,游戏2891,purchase,1
89523414,游戏2891,play,1.9
89523414,游戏1265,purchase,1
89523414,游戏1265,play,1.9
89523414,游戏4864,purchase,1
89523414,游戏4864,play,1.7
89523414,游戏3059,purchase,1
89523414,游戏3059,play,1.5
89523414,游戏3123,purchase,1
89523414,游戏3123,play,1.3
89523414,游戏2728,purchase,1
89523414,游戏2728,play,1.3
89523414,游戏3057,purchase,1
89523414,游戏3057,play,1.3
89523414,游戏4347,purchase,1
89523414,游戏4347,play,1.3
89523414,游戏4919,purchase,1
89523414,游戏4919,play,1.3
89523414,游戏3418,purchase,1
89523414,游戏3418,play,1.2
89523414,游戏1233,purchase,1
89523414,游戏1233,play,1.2
89523414,游戏3553,purchase,1
89523414,游戏3553,play,1.1
89523414,游戏2201,purchase,1
89523414,游戏2201,play,0.9
89523414,游戏2039,purchase,1
89523414,游戏2039,play,0.9
89523414,游戏641,purchase,1
89523414,游戏641,play,0.8
89523414,游戏2110,purchase,1
89523414,游戏2110,play,0.6
89523414,游戏1726,purchase,1
89523414,游戏1726,play,0.5
89523414,游戏2549,purchase,1
89523414,游戏2549,play,0.5
89523414,游戏1273,purchase,1
89523414,游戏1273,play,0.3
89523414,游戏1415,purchase,1
89523414,游戏1415,play,0.3
89523414,游戏3445,purchase,1
89523414,游戏3445,play,0.2
89523414,游戏649,purchase,1
89523414,游戏649,play,0.2
89523414,游戏567,purchase,1
89523414,游戏567,play,0.1
89523414,游戏4910,purchase,1
89523414,游戏4910,play,0.1
89523414,游戏1295,purchase,1
89523414,游戏275,purchase,1
89523414,游戏1130,purchase,1
89523414,游戏251,purchase,1
89523414,游戏911,purchase,1
89523414,游戏978,purchase,1
89523414,游戏1055,purchase,1
89523414,游戏1634,purchase,1
89523414,游戏2007,purchase,1
89523414,游戏2018,purchase,1
89523414,游戏2446,purchase,1
89523414,游戏2785,purchase,1
89523414,游戏3122,purchase,1
89523414,游戏3380,purchase,1
89523414,#N/A,purchase,1
89523414,游戏3723,purchase,1
89523414,游戏4375,purchase,1
89523414,游戏4758,purchase,1
89523414,游戏4911,purchase,1
293766234,游戏1432,purchase,1
92639430,游戏4367,purchase,1
92639430,游戏4367,play,1111
92639430,游戏3881,purchase,1
10964000,游戏974,purchase,1
10964000,游戏974,play,29
10964000,游戏2072,purchase,1
10964000,游戏2073,purchase,1
10964000,游戏2076,purchase,1
260300423,游戏1333,purchase,1
260300423,游戏1333,play,0.3
577614,游戏968,purchase,1
577614,游戏968,play,36
577614,游戏1117,purchase,1
577614,游戏1167,purchase,1
577614,游戏2071,purchase,1
577614,游戏2078,purchase,1
577614,游戏2080,purchase,1
577614,游戏3509,purchase,1
577614,游戏4256,purchase,1
108033629,游戏727,purchase,1
108033629,游戏727,play,116
108033629,游戏726,purchase,1
108033629,游戏726,play,0.3
306893799,游戏1333,purchase,1
306893799,游戏1333,play,47
151234988,游戏1333,purchase,1
151234988,游戏1333,play,1406
151234988,游戏3638,purchase,1
151234988,游戏3638,play,151
151234988,游戏1121,purchase,1
151234988,游戏1121,play,57
151234988,游戏4367,purchase,1
151234988,游戏4367,play,44
151234988,游戏3454,purchase,1
151234988,游戏3454,play,2.7
13227098,游戏968,purchase,1
13227098,游戏968,play,0.6
13227098,游戏969,purchase,1
13227098,游戏970,purchase,1
13227098,游戏1098,purchase,1
13227098,游戏1117,purchase,1
13227098,游戏1167,purchase,1
13227098,游戏2649,purchase,1
13227098,游戏3447,purchase,1
13227098,游戏3509,purchase,1
148773331,游戏971,purchase,1
148773331,游戏971,play,79
148773331,游戏4255,purchase,1
148773331,游戏4255,play,65
148773331,游戏4820,purchase,1
148773331,游戏4820,play,42
148773331,游戏3155,purchase,1
148773331,游戏3155,play,1.9
148773331,游戏649,purchase,1
148773331,游戏649,play,0.3
153823616,游戏1661,purchase,1
153823616,游戏1661,play,87
153823616,游戏1997,purchase,1
153823616,游戏1997,play,38
153823616,游戏3298,purchase,1
153823616,游戏3298,play,20
153823616,游戏515,purchase,1
153823616,游戏515,play,18.3
153823616,游戏2726,purchase,1
153823616,游戏2726,play,17
166385573,游戏1333,purchase,1
166385573,游戏1333,play,1121
166385573,游戏293,purchase,1
166385573,游戏1237,purchase,1
166385573,游戏1372,purchase,1
166385573,游戏1815,purchase,1
166385573,游戏1809,purchase,1
166385573,游戏1966,purchase,1
166385573,游戏2144,purchase,1
166385573,游戏2941,purchase,1
166385573,游戏3520,purchase,1
166385573,游戏3588,purchase,1
166385573,游戏4027,purchase,1
166385573,游戏4643,purchase,1
166385573,游戏4920,purchase,1
166385573,游戏4915,purchase,1
240948167,游戏1333,purchase,1
240948167,游戏1333,play,310
240948167,游戏4255,purchase,1
240948167,游戏4255,play,0.2
240948167,游戏860,purchase,1
240948167,游戏98,purchase,1
240948167,游戏2941,purchase,1
230187829,游戏1764,purchase,1
230187829,游戏1764,play,436
231098765,游戏1815,purchase,1
252869367,游戏2144,purchase,1
252869367,游戏2968,purchase,1
187877855,游戏4820,purchase,1
187877855,游戏4820,play,16.2
187877855,游戏4255,purchase,1
187877855,游戏4255,play,8.5
187877855,游戏3553,purchase,1
187877855,游戏3553,play,4.1
187877855,游戏4686,purchase,1
187877855,游戏4686,play,1.4
187877855,游戏2144,purchase,1
187877855,游戏2144,play,0.6
187877855,游戏4920,purchase,1
187877855,游戏4920,play,0.4
141593830,游戏3758,purchase,1
141593830,游戏3758,play,2.1
178789623,游戏1333,purchase,1
178789623,游戏1333,play,1252
178789623,游戏3127,purchase,1
178789623,游戏3127,play,392
178789623,游戏4255,purchase,1
